User_Id,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,Watch_Tier,Age_Group,Last_Login_Year,Last_Login_Month
3314,James Hernandez,24,Australia,Basic,833.97,Action,18-09-2024,Heavy,Youth,2024,Sep
3315,Katie Johnson,29,UK,Premium,174.74,Sci-Fi,15-05-2024,Light,Adult,2024,May
3316,John Hernandez,21,Germany,Premium,34.52,Documentary,12-08-2024,Light,Youth,2024,Aug
3317,John Williams,41,Australia,Premium,627.82,Romance,30-08-2024,Heavy,Adult,2024,Aug
3318,Michael Johnson,45,Mexico,Basic,528.81,Romance,10-08-2024,Heavy,Adult,2024,Aug
3319,Katie Miller,58,Germany,Premium,123.13,Drama,20-09-2024,Light,Senior,2024,Sep
3320,Michael Davis,17,Germany,Premium,8.41,Documentary,29-10-2024,Light,Youth,2024,Oct
3321,Jane Johnson,37,Brazil,Standard,349.25,Romance,08-12-2024,Light,Adult,2024,Dec
3322,Alex Williams,64,Australia,Basic,301.01,Horror,18-10-2024,Light,Senior,2024,Oct
3323,Katie Davis,31,USA,Premium,106.64,Action,18-07-2024,Light,Adult,2024,Jul
3324,Katie Smith,75,India,Premium,283.68,Action,29-08-2024,Light,Senior,2024,Aug
3325,Sarah Davis,13,Canada,Premium,394.96,Action,04-05-2024,Light,Youth,2024,May
3326,Emma Brown,33,Mexico,Standard,722.56,Sci-Fi,22-11-2024,Heavy,Adult,2024,Nov
3327,Michael Hernandez,46,India,Standard,700.34,Horror,03-03-2025,Heavy,Senior,2025,Mar
3328,Emma Smith,45,India,Premium,28.1,Romance,16-10-2024,Light,Adult,2024,Oct
3329,Chris Jones,76,India,Premium,997.55,Documentary,02-10-2024,Heavy,Senior,2024,Oct
3330,Alex Davis,25,Japan,Basic,770.54,Sci-Fi,10-01-2025,Heavy,Adult,2025,Jan
3331,Michael Miller,26,Brazil,Premium,454.59,Romance,23-01-2025,Light,Adult,2025,Jan
3332,Jane Jones,39,Japan,Basic,562.92,Drama,15-07-2024,Heavy,Adult,2024,Jul
3333,Katie Johnson,27,Japan,Standard,0.29,Romance,12-06-2024,Light,Adult,2024,Jun
3334,John Miller,76,UK,Premium,129.55,Horror,08-09-2024,Light,Senior,2024,Sep
3335,Katie Brown,80,Canada,Premium,496.47,Documentary,27-10-2024,Light,Senior,2024,Oct
3336,Jane Johnson,28,Germany,Basic,849.18,Comedy,05-12-2024,Heavy,Adult,2024,Dec
3337,Katie Brown,37,France,Premium,430.67,Romance,08-07-2024,Light,Adult,2024,Jul
3338,Jane Williams,33,Mexico,Basic,895.93,Horror,02-02-2025,Heavy,Adult,2025,Feb
3339,Michael Hernandez,62,Germany,Premium,103.42,Romance,05-08-2024,Light,Senior,2024,Aug
3340,James Brown,15,Germany,Basic,628.89,Documentary,24-08-2024,Heavy,Youth,2024,Aug
3341,Sarah Hernandez,43,Canada,Standard,179.36,Horror,14-07-2024,Light,Adult,2024,Jul
3342,Chris Brown,71,Germany,Premium,490.24,Action,12-08-2024,Light,Senior,2024,Aug
3343,John Jones,47,Germany,Basic,460.5,Romance,01-01-2025,Light,Senior,2025,Jan
3344,Alex Davis,42,India,Basic,145.72,Documentary,28-12-2024,Light,Adult,2024,Dec
3345,Emma Jones,40,USA,Standard,414.44,Action,11-09-2024,Light,Adult,2024,Sep
3346,Alex Martinez,33,Japan,Standard,203.68,Romance,18-05-2024,Light,Adult,2024,May
3347,John Hernandez,15,USA,Basic,670.97,Horror,26-03-2024,Heavy,Youth,2024,Mar
3348,James Hernandez,60,Japan,Standard,81.29,Horror,25-03-2024,Light,Senior,2024,Mar
3349,Alex Williams,23,France,Basic,349.54,Comedy,18-06-2024,Light,Youth,2024,Jun
3350,Michael Garcia,27,Germany,Standard,817.63,Horror,07-10-2024,Heavy,Adult,2024,Oct
3351,Sarah Hernandez,77,Germany,Basic,505.43,Horror,27-06-2024,Heavy,Senior,2024,Jun
3352,Emma Jones,34,Germany,Premium,517.35,Horror,19-07-2024,Heavy,Adult,2024,Jul
3353,Chris Smith,49,Mexico,Standard,179.93,Sci-Fi,19-07-2024,Light,Senior,2024,Jul
3354,Michael Jones,17,Mexico,Basic,328.84,Action,26-07-2024,Light,Youth,2024,Jul
3355,John Jones,44,Brazil,Premium,327.82,Romance,21-04-2024,Light,Adult,2024,Apr
3356,Sarah Jones,42,UK,Premium,92.29,Sci-Fi,31-12-2024,Light,Adult,2024,Dec
3357,Alex Garcia,30,Germany,Basic,225.56,Documentary,04-02-2025,Light,Adult,2025,Feb
3358,James Williams,74,USA,Basic,845.57,Documentary,17-03-2024,Heavy,Senior,2024,Mar
3359,John Johnson,76,Australia,Standard,376.62,Documentary,11-05-2024,Light,Senior,2024,May
3360,Chris Miller,24,Japan,Premium,613.36,Horror,27-12-2024,Heavy,Youth,2024,Dec
3361,Katie Martinez,71,India,Standard,777.7,Action,02-10-2024,Heavy,Senior,2024,Oct
3362,Sarah Garcia,21,India,Premium,245.76,Romance,31-08-2024,Light,Youth,2024,Aug
3363,John Garcia,36,France,Basic,718.96,Comedy,08-08-2024,Heavy,Adult,2024,Aug
3364,Emma Hernandez,71,Brazil,Basic,164.49,Comedy,12-07-2024,Light,Senior,2024,Jul
3365,Sarah Miller,27,India,Premium,727.06,Sci-Fi,27-03-2024,Heavy,Adult,2024,Mar
3366,Alex Williams,78,Canada,Premium,638.63,Horror,04-03-2025,Heavy,Senior,2025,Mar
3367,Alex Jones,17,Australia,Standard,594.93,Comedy,12-10-2024,Heavy,Youth,2024,Oct
3368,Emma Brown,24,Mexico,Standard,478.09,Comedy,08-03-2025,Light,Youth,2025,Mar
3369,John Garcia,61,UK,Basic,471.78,Romance,15-05-2024,Light,Senior,2024,May
3370,John Garcia,72,Germany,Standard,33.11,Drama,21-02-2025,Light,Senior,2025,Feb
3371,Alex Davis,70,India,Standard,622.49,Romance,17-12-2024,Heavy,Senior,2024,Dec
3372,James Martinez,79,Canada,Basic,563.79,Drama,02-07-2024,Heavy,Senior,2024,Jul
3373,Alex Jones,59,Canada,Premium,664.47,Romance,13-02-2025,Heavy,Senior,2025,Feb
3374,Sarah Jones,58,USA,Basic,267.29,Action,15-08-2024,Light,Senior,2024,Aug
3375,Emma Hernandez,14,UK,Standard,576.12,Documentary,25-05-2024,Heavy,Youth,2024,May
3376,John Jones,51,India,Standard,638.15,Action,01-09-2024,Heavy,Senior,2024,Sep
3377,Jane Garcia,54,Canada,Premium,702.56,Comedy,05-10-2024,Heavy,Senior,2024,Oct
3378,Katie Johnson,13,Mexico,Premium,839.76,Drama,11-07-2024,Heavy,Youth,2024,Jul
3379,Sarah Williams,42,USA,Standard,357.43,Horror,22-05-2024,Light,Adult,2024,May
3380,Michael Smith,41,Australia,Standard,978.24,Sci-Fi,26-10-2024,Heavy,Adult,2024,Oct
3381,John Jones,14,UK,Standard,408.68,Romance,06-04-2024,Light,Youth,2024,Apr
3382,John Jones,33,Canada,Basic,795.47,Sci-Fi,18-03-2024,Heavy,Adult,2024,Mar
3383,John Garcia,26,India,Basic,620.19,Documentary,28-05-2024,Heavy,Adult,2024,May
3384,Alex Garcia,71,Japan,Basic,288.42,Sci-Fi,21-08-2024,Light,Senior,2024,Aug
3385,James Hernandez,70,France,Standard,966.06,Sci-Fi,13-11-2024,Heavy,Senior,2024,Nov
3386,Emma Brown,25,Canada,Standard,192.55,Documentary,18-03-2024,Light,Adult,2024,Mar
3387,Jane Johnson,24,Japan,Basic,962.52,Action,22-01-2025,Heavy,Youth,2025,Jan
3388,David Brown,39,Brazil,Basic,89.03,Drama,16-12-2024,Light,Adult,2024,Dec
3389,Emma Martinez,46,Japan,Premium,70.96,Drama,13-05-2024,Light,Senior,2024,May
3390,David Miller,20,Canada,Standard,362,Horror,21-06-2024,Light,Youth,2024,Jun
3391,Katie Davis,48,Mexico,Basic,882.91,Romance,08-03-2025,Heavy,Senior,2025,Mar
3392,Michael Jones,77,Canada,Basic,806.32,Sci-Fi,26-05-2024,Heavy,Senior,2024,May
3393,David Miller,66,Australia,Basic,163.54,Drama,21-04-2024,Light,Senior,2024,Apr
3394,Sarah Hernandez,46,Brazil,Standard,724.82,Sci-Fi,11-02-2025,Heavy,Senior,2025,Feb
3395,John Williams,37,Mexico,Standard,555.81,Horror,14-11-2024,Heavy,Adult,2024,Nov
3396,James Brown,79,Germany,Premium,139.22,Drama,08-07-2024,Light,Senior,2024,Jul
3397,Katie Davis,62,France,Basic,35.66,Comedy,05-09-2024,Light,Senior,2024,Sep
3398,Jane Smith,72,Australia,Basic,367.87,Drama,15-05-2024,Light,Senior,2024,May
3399,Alex Smith,60,France,Premium,481.1,Action,01-05-2024,Light,Senior,2024,May
3400,Emma Martinez,73,UK,Premium,721.39,Documentary,06-02-2025,Heavy,Senior,2025,Feb
3401,Katie Hernandez,20,Canada,Standard,723.84,Sci-Fi,24-09-2024,Heavy,Youth,2024,Sep
3402,Michael Johnson,20,Germany,Premium,405.91,Horror,08-05-2024,Light,Youth,2024,May
3403,Emma Hernandez,58,Japan,Standard,135.25,Horror,28-03-2024,Light,Senior,2024,Mar
3404,Chris Smith,70,Australia,Standard,652.14,Action,01-11-2024,Heavy,Senior,2024,Nov
3405,Emma Garcia,25,Australia,Premium,161.8,Documentary,20-08-2024,Light,Adult,2024,Aug
3406,James Garcia,25,Mexico,Premium,127.14,Drama,28-03-2024,Light,Adult,2024,Mar
3407,Katie Davis,61,India,Premium,568.44,Comedy,08-06-2024,Heavy,Senior,2024,Jun
3408,John Garcia,18,Japan,Basic,919.73,Comedy,09-06-2024,Heavy,Youth,2024,Jun
3409,John Smith,49,Brazil,Standard,546.68,Romance,31-01-2025,Heavy,Senior,2025,Jan
3410,Chris Davis,23,Canada,Standard,440.24,Drama,17-05-2024,Light,Youth,2024,May
3411,Michael Smith,63,India,Premium,25.15,Comedy,24-03-2024,Light,Senior,2024,Mar
3412,Katie Williams,15,Brazil,Premium,827.11,Action,01-07-2024,Heavy,Youth,2024,Jul
3413,Emma Brown,71,USA,Standard,215.37,Comedy,20-05-2024,Light,Senior,2024,May
3414,Jane Hernandez,22,Canada,Standard,667.44,Comedy,03-12-2024,Heavy,Youth,2024,Dec
3415,Chris Miller,53,India,Premium,462.13,Documentary,23-07-2024,Light,Senior,2024,Jul
3416,Sarah Miller,35,Australia,Standard,406.45,Sci-Fi,01-12-2024,Light,Adult,2024,Dec
3417,Chris Miller,79,UK,Premium,569.09,Romance,20-12-2024,Heavy,Senior,2024,Dec
3418,John Garcia,32,USA,Standard,139.94,Romance,19-04-2024,Light,Adult,2024,Apr
3419,Sarah Garcia,69,France,Standard,664.97,Horror,07-04-2024,Heavy,Senior,2024,Apr
3420,Michael Williams,32,Mexico,Standard,8.88,Sci-Fi,28-10-2024,Light,Adult,2024,Oct
3421,Jane Miller,14,Germany,Premium,214.49,Horror,01-08-2024,Light,Youth,2024,Aug
3422,Chris Garcia,53,France,Standard,493.83,Documentary,27-09-2024,Light,Senior,2024,Sep
3423,Alex Hernandez,61,Germany,Premium,294.02,Comedy,23-11-2024,Light,Senior,2024,Nov
3424,Michael Johnson,13,France,Basic,548.83,Comedy,04-06-2024,Heavy,Youth,2024,Jun
3425,Emma Brown,25,India,Basic,545.93,Horror,23-05-2024,Heavy,Adult,2024,May
3426,James Williams,53,Japan,Standard,516.36,Comedy,05-12-2024,Heavy,Senior,2024,Dec
3427,Sarah Garcia,45,India,Basic,305.02,Horror,23-09-2024,Light,Adult,2024,Sep
3428,Katie Davis,29,Mexico,Standard,841.86,Sci-Fi,07-07-2024,Heavy,Adult,2024,Jul
3429,Sarah Garcia,75,UK,Standard,636.1,Comedy,25-03-2024,Heavy,Senior,2024,Mar
3430,Sarah Smith,63,Australia,Standard,500.14,Drama,05-11-2024,Heavy,Senior,2024,Nov
3431,Sarah Hernandez,47,Japan,Standard,951.13,Romance,01-05-2024,Heavy,Senior,2024,May
3432,David Martinez,78,Germany,Premium,842.17,Action,27-12-2024,Heavy,Senior,2024,Dec
3433,James Jones,61,Germany,Standard,101.48,Comedy,12-08-2024,Light,Senior,2024,Aug
3434,James Hernandez,79,Germany,Premium,695.01,Horror,08-10-2024,Heavy,Senior,2024,Oct
3435,Alex Brown,42,India,Basic,631.93,Comedy,08-12-2024,Heavy,Adult,2024,Dec
3436,David Davis,56,Germany,Premium,251.3,Horror,24-02-2025,Light,Senior,2025,Feb
3437,Michael Smith,28,France,Basic,215.33,Horror,14-06-2024,Light,Adult,2024,Jun
3438,John Hernandez,18,Australia,Basic,437.34,Horror,16-05-2024,Light,Youth,2024,May
3439,James Smith,57,UK,Premium,108.01,Sci-Fi,15-09-2024,Light,Senior,2024,Sep
3440,James Smith,24,Germany,Basic,920.18,Documentary,24-05-2024,Heavy,Youth,2024,May
3441,Emma Martinez,56,USA,Basic,493.14,Romance,06-03-2025,Light,Senior,2025,Mar
3442,Emma Davis,50,Japan,Standard,480.15,Action,30-08-2024,Light,Senior,2024,Aug
3443,Jane Brown,47,France,Premium,873.38,Romance,06-10-2024,Heavy,Senior,2024,Oct
3444,Alex Jones,18,Brazil,Standard,35.18,Sci-Fi,17-08-2024,Light,Youth,2024,Aug
3445,Alex Garcia,39,India,Premium,503.51,Horror,15-02-2025,Heavy,Adult,2025,Feb
3446,John Brown,80,France,Standard,829.08,Action,17-07-2024,Heavy,Senior,2024,Jul
3447,John Davis,77,Brazil,Premium,841.57,Comedy,30-03-2024,Heavy,Senior,2024,Mar
3448,Katie Brown,54,Japan,Premium,227.28,Romance,30-12-2024,Light,Senior,2024,Dec
3449,Emma Garcia,22,Canada,Basic,691.22,Comedy,26-02-2025,Heavy,Youth,2025,Feb
3450,David Johnson,34,UK,Standard,550.69,Horror,14-08-2024,Heavy,Adult,2024,Aug
3451,James Johnson,70,UK,Standard,267.39,Horror,26-04-2024,Light,Senior,2024,Apr
3452,John Davis,26,Japan,Premium,811.97,Romance,10-11-2024,Heavy,Adult,2024,Nov
3453,Jane Martinez,77,UK,Standard,799.48,Sci-Fi,04-02-2025,Heavy,Senior,2025,Feb
3454,Alex Miller,55,Japan,Premium,286.44,Drama,19-09-2024,Light,Senior,2024,Sep
3455,Chris Hernandez,30,India,Premium,253.3,Horror,24-09-2024,Light,Adult,2024,Sep
3456,Michael Jones,51,Brazil,Premium,692.58,Horror,12-01-2025,Heavy,Senior,2025,Jan
3457,John Hernandez,22,Canada,Basic,981.38,Documentary,17-11-2024,Heavy,Youth,2024,Nov
3458,Alex Jones,49,Australia,Basic,71.64,Sci-Fi,29-05-2024,Light,Senior,2024,May
3459,Alex Johnson,63,Japan,Standard,558.35,Sci-Fi,01-08-2024,Heavy,Senior,2024,Aug
3460,David Johnson,77,France,Premium,382.01,Horror,12-04-2024,Light,Senior,2024,Apr
3461,Emma Hernandez,73,USA,Standard,815,Romance,21-07-2024,Heavy,Senior,2024,Jul
3462,James Hernandez,62,Germany,Premium,540.29,Documentary,24-04-2024,Heavy,Senior,2024,Apr
3463,Alex Johnson,37,Brazil,Standard,275.49,Comedy,20-12-2024,Light,Adult,2024,Dec
3464,Katie Williams,55,Japan,Premium,173.34,Sci-Fi,20-05-2024,Light,Senior,2024,May
3465,Michael Martinez,74,Japan,Premium,89.97,Documentary,02-04-2024,Light,Senior,2024,Apr
3466,Emma Miller,61,Brazil,Basic,476.47,Action,03-11-2024,Light,Senior,2024,Nov
3467,Chris Brown,29,France,Standard,512.79,Sci-Fi,23-03-2024,Heavy,Adult,2024,Mar
3468,Emma Johnson,53,Canada,Basic,667.25,Comedy,14-08-2024,Heavy,Senior,2024,Aug
3469,John Hernandez,60,Germany,Basic,268.45,Sci-Fi,11-06-2024,Light,Senior,2024,Jun
3470,Emma Davis,34,Japan,Premium,410.95,Romance,08-10-2024,Light,Adult,2024,Oct
3471,Michael Williams,18,Australia,Standard,292.41,Action,06-08-2024,Light,Youth,2024,Aug
3472,David Martinez,32,UK,Premium,681.05,Documentary,20-05-2024,Heavy,Adult,2024,May
3473,David Hernandez,48,France,Standard,656.55,Documentary,30-04-2024,Heavy,Senior,2024,Apr
3474,David Hernandez,57,Canada,Premium,981.39,Drama,29-04-2024,Heavy,Senior,2024,Apr
3475,Alex Johnson,13,Brazil,Premium,397.84,Romance,22-04-2024,Light,Youth,2024,Apr
3476,James Miller,76,UK,Standard,622.66,Action,30-05-2024,Heavy,Senior,2024,May
3477,Emma Brown,74,Canada,Basic,18.58,Drama,07-09-2024,Light,Senior,2024,Sep
3478,Sarah Jones,49,Canada,Basic,263.08,Romance,17-12-2024,Light,Senior,2024,Dec
3479,James Martinez,47,France,Basic,292.7,Drama,31-10-2024,Light,Senior,2024,Oct
3480,Alex Hernandez,66,USA,Standard,969.36,Documentary,01-07-2024,Heavy,Senior,2024,Jul
3481,David Jones,30,Mexico,Basic,252.46,Action,05-02-2025,Light,Adult,2025,Feb
3482,Chris Davis,46,Germany,Premium,726.24,Romance,08-03-2024,Heavy,Senior,2024,Mar
3483,Katie Williams,43,Australia,Basic,897.33,Sci-Fi,06-11-2024,Heavy,Adult,2024,Nov
3484,Jane Hernandez,62,France,Standard,828.4,Documentary,27-12-2024,Heavy,Senior,2024,Dec
3485,Alex Garcia,51,India,Premium,794.42,Horror,17-04-2024,Heavy,Senior,2024,Apr
3486,John Smith,66,UK,Premium,741.18,Documentary,26-09-2024,Heavy,Senior,2024,Sep
3487,David Johnson,20,India,Basic,528.19,Drama,31-12-2024,Heavy,Youth,2024,Dec
3488,James Johnson,13,UK,Premium,459.04,Documentary,02-06-2024,Light,Youth,2024,Jun
3489,James Miller,73,USA,Basic,238.63,Sci-Fi,07-02-2025,Light,Senior,2025,Feb
3490,David Williams,68,Germany,Basic,424.99,Comedy,21-09-2024,Light,Senior,2024,Sep
3491,Katie Johnson,54,USA,Premium,177.34,Documentary,14-06-2024,Light,Senior,2024,Jun
3492,James Smith,53,Brazil,Basic,50.36,Sci-Fi,13-07-2024,Light,Senior,2024,Jul
3493,Chris Smith,66,Germany,Basic,979.55,Sci-Fi,01-09-2024,Heavy,Senior,2024,Sep
3494,Sarah Smith,45,France,Premium,621.34,Action,28-03-2024,Heavy,Adult,2024,Mar
3495,David Smith,71,Mexico,Premium,921.44,Action,11-07-2024,Heavy,Senior,2024,Jul
3496,David Johnson,23,UK,Basic,261.44,Action,22-11-2024,Light,Youth,2024,Nov
3497,David Smith,28,UK,Basic,672.07,Sci-Fi,01-05-2024,Heavy,Adult,2024,May
3498,David Williams,25,Australia,Premium,423.19,Sci-Fi,07-08-2024,Light,Adult,2024,Aug
3499,Jane Brown,44,USA,Basic,498.56,Comedy,19-06-2024,Light,Adult,2024,Jun
3500,Michael Smith,60,France,Premium,650.16,Sci-Fi,09-02-2025,Heavy,Senior,2025,Feb
3501,Jane Williams,18,UK,Premium,967.99,Horror,02-12-2024,Heavy,Youth,2024,Dec
3502,Chris Brown,59,Brazil,Premium,512.3,Horror,04-12-2024,Heavy,Senior,2024,Dec
3503,Alex Brown,34,India,Standard,269.76,Action,30-05-2024,Light,Adult,2024,May
3504,Emma Davis,21,India,Standard,197.51,Comedy,29-05-2024,Light,Youth,2024,May
3505,Katie Miller,28,Australia,Basic,176.31,Horror,04-10-2024,Light,Adult,2024,Oct
3506,David Martinez,67,UK,Basic,459.68,Action,24-10-2024,Light,Senior,2024,Oct
3507,Emma Johnson,16,USA,Premium,537.92,Sci-Fi,29-04-2024,Heavy,Youth,2024,Apr
3508,James Hernandez,64,Japan,Premium,856.44,Comedy,05-07-2024,Heavy,Senior,2024,Jul
3509,Michael Garcia,28,Brazil,Premium,512.74,Comedy,06-06-2024,Heavy,Adult,2024,Jun
3510,John Johnson,80,Australia,Premium,216.54,Comedy,20-08-2024,Light,Senior,2024,Aug
3511,Sarah Jones,51,France,Premium,739.47,Sci-Fi,06-01-2025,Heavy,Senior,2025,Jan
3512,Jane Davis,64,Australia,Premium,21.19,Romance,01-07-2024,Light,Senior,2024,Jul
3513,Alex Williams,44,Japan,Premium,347.75,Drama,31-10-2024,Light,Adult,2024,Oct
3514,Emma Martinez,75,Australia,Premium,955.1,Action,21-01-2025,Heavy,Senior,2025,Jan
3515,Alex Williams,23,Germany,Standard,474.3,Drama,20-08-2024,Light,Youth,2024,Aug
3516,Sarah Brown,49,Brazil,Premium,722.69,Drama,30-10-2024,Heavy,Senior,2024,Oct
3517,Emma Martinez,53,Australia,Standard,778.53,Drama,11-05-2024,Heavy,Senior,2024,May
3518,Alex Miller,46,India,Standard,487.2,Sci-Fi,26-12-2024,Light,Senior,2024,Dec
3519,Sarah Johnson,40,USA,Basic,828.82,Romance,09-07-2024,Heavy,Adult,2024,Jul
3520,John Johnson,65,Canada,Premium,106.64,Drama,03-03-2025,Light,Senior,2025,Mar
3521,Sarah Johnson,52,India,Basic,682.67,Documentary,12-08-2024,Heavy,Senior,2024,Aug
3522,Alex Johnson,60,Canada,Premium,252.27,Romance,28-07-2024,Light,Senior,2024,Jul
3523,Emma Miller,24,France,Basic,105.22,Romance,27-09-2024,Light,Youth,2024,Sep
3524,Chris Williams,69,Canada,Basic,955.68,Action,01-09-2024,Heavy,Senior,2024,Sep
3525,Sarah Williams,19,Canada,Standard,802.81,Drama,28-05-2024,Heavy,Youth,2024,May
3526,David Martinez,54,UK,Standard,286.37,Comedy,05-10-2024,Light,Senior,2024,Oct
3527,Alex Davis,56,Japan,Premium,570.74,Horror,25-06-2024,Heavy,Senior,2024,Jun
3528,Alex Johnson,67,Mexico,Standard,475.06,Sci-Fi,02-10-2024,Light,Senior,2024,Oct
3529,Emma Hernandez,77,Mexico,Standard,754,Sci-Fi,01-04-2024,Heavy,Senior,2024,Apr
3530,Michael Martinez,20,Brazil,Standard,522.08,Documentary,16-08-2024,Heavy,Youth,2024,Aug
3531,Katie Johnson,46,Australia,Basic,161.61,Documentary,10-08-2024,Light,Senior,2024,Aug
3532,John Miller,25,USA,Standard,732.5,Horror,04-11-2024,Heavy,Adult,2024,Nov
3533,Jane Garcia,47,Australia,Basic,353.72,Documentary,08-07-2024,Light,Senior,2024,Jul
3534,David Jones,37,Japan,Basic,338.85,Action,08-02-2025,Light,Adult,2025,Feb
3535,Alex Johnson,59,UK,Standard,96.62,Drama,25-11-2024,Light,Senior,2024,Nov
3536,Emma Johnson,53,Mexico,Premium,715.78,Horror,15-05-2024,Heavy,Senior,2024,May
3537,Sarah Williams,50,Germany,Premium,952.82,Romance,23-10-2024,Heavy,Senior,2024,Oct
3538,Jane Brown,80,Japan,Standard,637.5,Drama,13-08-2024,Heavy,Senior,2024,Aug
3539,James Williams,62,Mexico,Basic,658.39,Romance,28-08-2024,Heavy,Senior,2024,Aug
3540,Katie Martinez,55,USA,Premium,296.01,Horror,18-02-2025,Light,Senior,2025,Feb
3541,John Johnson,23,India,Premium,788.86,Documentary,10-03-2024,Heavy,Youth,2024,Mar
3542,James Garcia,23,Japan,Premium,431.45,Comedy,11-09-2024,Light,Youth,2024,Sep
3543,Emma Jones,55,India,Basic,559.59,Documentary,09-02-2025,Heavy,Senior,2025,Feb
3544,Jane Martinez,73,Mexico,Standard,948.2,Romance,27-03-2024,Heavy,Senior,2024,Mar
3545,James Hernandez,25,UK,Basic,648.18,Action,12-07-2024,Heavy,Adult,2024,Jul
3546,Michael Jones,43,Brazil,Premium,591.64,Comedy,31-03-2024,Heavy,Adult,2024,Mar
3547,Chris Smith,60,Mexico,Premium,409.17,Comedy,31-10-2024,Light,Senior,2024,Oct
3548,Emma Smith,62,Canada,Standard,809.15,Horror,05-01-2025,Heavy,Senior,2025,Jan
3549,Alex Davis,41,UK,Standard,401.13,Romance,11-06-2024,Light,Adult,2024,Jun
3550,Sarah Garcia,41,Brazil,Basic,838.56,Romance,29-08-2024,Heavy,Adult,2024,Aug
3551,Sarah Williams,70,France,Basic,993.96,Documentary,10-10-2024,Heavy,Senior,2024,Oct
3552,Sarah Jones,55,UK,Basic,483.07,Documentary,27-06-2024,Light,Senior,2024,Jun
3553,James Brown,76,USA,Basic,132.77,Documentary,21-05-2024,Light,Senior,2024,May
3554,James Garcia,24,France,Standard,496.69,Documentary,23-12-2024,Light,Youth,2024,Dec
3555,David Johnson,67,France,Premium,63.09,Drama,15-11-2024,Light,Senior,2024,Nov
3556,John Hernandez,16,Australia,Premium,654.51,Comedy,03-12-2024,Heavy,Youth,2024,Dec
3557,John Johnson,33,Brazil,Standard,444.21,Action,18-08-2024,Light,Adult,2024,Aug
3558,Sarah Hernandez,73,UK,Premium,239.49,Drama,24-07-2024,Light,Senior,2024,Jul
3559,Jane Martinez,41,Brazil,Basic,186.82,Sci-Fi,29-05-2024,Light,Adult,2024,May
3560,David Smith,75,India,Basic,93.69,Romance,26-09-2024,Light,Senior,2024,Sep
3561,John Williams,60,India,Basic,289.23,Horror,02-05-2024,Light,Senior,2024,May
3562,Jane Hernandez,40,Australia,Premium,613.59,Documentary,12-05-2024,Heavy,Adult,2024,May
3563,Jane Brown,26,Australia,Premium,881.39,Romance,20-12-2024,Heavy,Adult,2024,Dec
3564,Alex Davis,39,USA,Standard,0.36,Drama,03-09-2024,Light,Adult,2024,Sep
3565,Emma Johnson,35,Canada,Standard,428.81,Sci-Fi,28-03-2024,Light,Adult,2024,Mar
3566,Alex Jones,35,Germany,Standard,861.9,Romance,04-05-2024,Heavy,Adult,2024,May
3567,James Garcia,43,Germany,Basic,262.96,Romance,12-08-2024,Light,Adult,2024,Aug
3568,David Jones,34,India,Standard,73.76,Sci-Fi,24-12-2024,Light,Adult,2024,Dec
3569,Chris Brown,31,Japan,Standard,840.34,Sci-Fi,11-12-2024,Heavy,Adult,2024,Dec
3570,Emma Hernandez,13,Canada,Premium,282.23,Documentary,11-10-2024,Light,Youth,2024,Oct
3571,Emma Johnson,34,France,Standard,434.16,Documentary,09-08-2024,Light,Adult,2024,Aug
3572,Chris Williams,60,Japan,Basic,573.78,Romance,04-01-2025,Heavy,Senior,2025,Jan
3573,John Miller,30,USA,Basic,45.58,Horror,09-01-2025,Light,Adult,2025,Jan
3574,Jane Brown,26,Mexico,Basic,878.52,Action,11-08-2024,Heavy,Adult,2024,Aug
3575,James Martinez,21,Mexico,Premium,914.87,Horror,04-01-2025,Heavy,Youth,2025,Jan
3576,John Johnson,77,Japan,Standard,833.21,Drama,18-10-2024,Heavy,Senior,2024,Oct
3577,John Jones,53,UK,Basic,429.64,Drama,05-02-2025,Light,Senior,2025,Feb
3578,Sarah Martinez,69,India,Basic,368.29,Sci-Fi,31-07-2024,Light,Senior,2024,Jul
3579,David Davis,41,France,Basic,528.7,Action,11-11-2024,Heavy,Adult,2024,Nov
3580,Emma Hernandez,31,France,Premium,613.42,Documentary,23-11-2024,Heavy,Adult,2024,Nov
3581,Chris Brown,25,Brazil,Premium,708.51,Romance,20-12-2024,Heavy,Adult,2024,Dec
3582,Jane Williams,65,Germany,Basic,394.1,Documentary,27-06-2024,Light,Senior,2024,Jun
3583,Chris Garcia,44,Brazil,Premium,509.18,Sci-Fi,18-05-2024,Heavy,Adult,2024,May
3584,Chris Johnson,59,UK,Standard,869.45,Comedy,22-10-2024,Heavy,Senior,2024,Oct
3585,David Johnson,17,Canada,Basic,714.14,Romance,23-10-2024,Heavy,Youth,2024,Oct
3586,Emma Jones,15,USA,Premium,238.34,Documentary,25-02-2025,Light,Youth,2025,Feb
3587,Alex Hernandez,53,Mexico,Premium,400.8,Documentary,03-10-2024,Light,Senior,2024,Oct
3588,John Miller,26,Germany,Premium,334.9,Sci-Fi,12-04-2024,Light,Adult,2024,Apr
3589,Katie Brown,25,Australia,Basic,62.03,Action,07-03-2025,Light,Adult,2025,Mar
3590,Jane Martinez,61,Australia,Basic,98.82,Action,09-05-2024,Light,Senior,2024,May
